Sr. No.,id,name,host_is_superhost,neighbourhood,latitude,longitude,price in USD,guests_included,Region
691,1409218,Stretch out in This Modern San Francisco Loft,t,SoMa,37.77687,-122.40916,185.00 ,2,Southern
692,1421671,"★ All You Need/Want, You''re Just Off Market Street",t,Mission District,37.77009,-122.42341,242.00 ,1,Southern
693,1421774,Charming Private Castro Studio,t,The Castro,37.7665,-122.43606,135.00 ,2,Western Addition
694,1421937,MAJESTIC VIEW Historic Home PVT BDRM /BATH/PARKING,t,Sunnyside,37.73313,-122.46093,134.00 ,1,Western Addition
695,1428465,Modern Noe Valley Mid Century Home,t,Noe Valley,37.74901,-122.43293,199.00 ,2,Southern
696,1428553,Sublet cozy sunny room in Castro!,t,The Castro,37.76033,-122.43893,89.00 ,1,Western Addition
697,1428909,Trendy loft in trendy Mission,f,Mission District,37.76054,-122.40961,142.00 ,1,Southern
698,1429022,Marina District Updated Serene Penthouse Flat,f,Marina,37.80375,-122.44672,700.00 ,1,North of Downtown
699,1433917,Castro St Location Location Location,t,The Castro,37.75867,-122.43454,175.00 ,2,Western Addition
700,1434314,Stylish Noe Valley View Home,t,Noe Valley,37.74645,-122.43336,490.00 ,6,Southern
701,1434425,"Castro, Large, Sunny, Comfortable ",t,Duboce Triangle,37.76494,-122.43385,150.00 ,1,Western Addition
702,1437321,Luxury Room for 1 in Centrally Located Flat,t,Cole Valley,37.76409,-122.45292,165.00 ,1,Western Addition
703,1438864,Noe Valley,t,Noe Valley,37.74703,-122.43494,274.00 ,2,Southern
704,1442027,Studio 1 Block from Hayes Valley,t,Hayes Valley,37.77703,-122.42055,148.00 ,1,Western Addition
705,1454220,FULLY FURNISHED APARTMENT #3,f,Haight-Ashbury,37.76906,-122.44509,157.00 ,1,Western Addition
706,1456153,The French Victorian-Bay Views & Garden - Sleeps 5,t,Bernal Heights,37.74504,-122.40614,259.00 ,4,Southern
707,1460174,"Unique, Modern Apartment with Contemporary Art",t,Alamo Square,37.77895,-122.43634,575.00 ,2,Western Addition
708,1460628,Charming Garden View Studio,f,Richmond District,37.77878,-122.46257,170.00 ,2,Outside Lands
709,1466344,SM2S2601 1 bed in the Heart of FiDi,f,SoMa,37.787,-122.3971,173.00 ,1,Southern
710,1467857,"Great deal: safe,best location, open view",f,Western Addition/NOPA,37.78718,-122.44315,89.00 ,2,Western Addition
711,1470340,Crocker Garden Suite near Mission Street,t,Crocker Amazon,37.71099,-122.43569,88.00 ,1,Southern
712,1471683,Artful Comforts in the Lower Haight,t,Lower Haight,37.77042,-122.42856,125.00 ,2,Western Addition
713,1474209,Great SF Hotel/Timeshare (Union Sq),t,Union Square,37.78712,-122.4096,175.00 ,1,Downtown
714,1478708,Lovely Bedroom with Private Bath,t,Richmond District,37.7719,-122.50372,85.00 ,2,Outside Lands
715,1479666,3 BR-Edwardian Gem-Hayes Valley,f,Lower Haight,37.77267,-122.43053,258.00 ,4,Western Addition
716,1480015,Vintage Modern Victorian Apartment,t,Cole Valley,37.76785,-122.44902,265.00 ,1,Western Addition
717,1482273,Classic Victorian Cow Hollow 2 Bedroom,f,Cow Hollow,37.79899,-122.4316,345.00 ,1,North of Downtown
718,1482730,Bernal Heights 2 BD near 101/280 & Cute Main St,t,Bernal Heights,37.73704,-122.417,199.00 ,2,Southern
719,1483853,Super Hotel/Timeshare Union Sq.,t,Union Square,37.78839,-122.40937,179.00 ,1,Downtown
720,1484792,Live Like a San Franciscan in Hayes Valley,t,Western Addition/NOPA,37.77795,-122.42178,250.00 ,1,Western Addition
721,1487849,Holladay Home (w/parking),t,Bernal Heights,37.74669,-122.40586,167.00 ,2,Southern
722,1489175,Charming home in San Francisco!,f,Mission Terrace,37.72476,-122.43951,295.00 ,5,Outside Lands
723,1489782,"Stylish, central NOPA Flat",f,Western Addition/NOPA,37.77736,-122.4361,300.00 ,1,Western Addition
724,1493659,Private room/bath in the Mission,t,Mission District,37.75102,-122.41193,100.00 ,1,Southern
725,1494771,Heart of Noe Valley - Modern 2 BR,t,Noe Valley,37.75078,-122.43126,170.00 ,1,Southern
726,1498953,ART DECO LUXORY DREAM HOME,f,Bayview,37.73853,-122.39,377.00 ,4,Southern
727,1499630,Look out over the Rooftops at a Quirky Mission District Pad,t,Mission District,37.74994,-122.41644,300.00 ,4,Southern
728,1499843,Bedroom in stylish NOPA flat,f,Western Addition/NOPA,37.77595,-122.43971,185.00 ,1,Western Addition
729,1504826,❤️ Bright Spacious 4BR ❤️ Big Garden ❤️ Parking,t,Mission Terrace,37.72447,-122.44162,250.00 ,6,Outside Lands
730,1506702,Spacious 3 BD Cow Hollow Flat,t,Cow Hollow,37.79952,-122.42821,499.00 ,4,North of Downtown
731,1510363,Cozy 2 BR  Apt. In The Sunnyside,t,Sunnyside,37.72857,-122.45215,150.00 ,2,Western Addition
732,1511076,Private Sunny Living Room + BDRM (2 RMS),t,Mission District,37.76346,-122.425,145.00 ,1,Southern
733,1520790,Charming Victorian in NoPa,f,Western Addition/NOPA,37.77712,-122.44215,250.00 ,2,Western Addition
734,1520929,Paradise in the Heart of the City,f,Potrero Hill,37.76055,-122.40402,250.00 ,4,Southern
735,1520938,Charming Sunny 2B Apartment in NOPA,f,Western Addition/NOPA,37.77882,-122.44229,149.00 ,1,Western Addition
736,1524346,Mirabel Flat,t,Bernal Heights,37.74509,-122.41611,165.00 ,2,Southern
737,1525137,Modern Edwardian in Pacific Heights,f,Pacific Heights,37.78779,-122.44393,210.00 ,2,North of Downtown
738,1525886,Unique Bernal Room&Private Jacuzzi,t,Bernal Heights,37.74693,-122.41684,119.00 ,2,Southern
739,1530745,Great 1BD w/ Private Roof Deck  ,f,Nob Hill,37.79589,-122.41145,145.00 ,3,Downtown
740,1531273,"Quiet Oasis, Heart of SF, Near Tech Shuttles",t,Hayes Valley,37.77281,-122.43174,235.00 ,2,Western Addition
741,1534021,FURNISHED APARTMENT WITH LARGE ROOM #7,f,Haight-Ashbury,37.7697,-122.44483,148.00 ,1,Western Addition
742,1535946,"View Bungalow-Mission Dolores Park, Castro-Noe",t,The Castro,37.75767,-122.42812,350.00 ,4,Western Addition
743,1537497,Great Hayes Valley 1 BR (#10),f,SoMa,37.77223,-122.41942,130.00 ,1,Southern
744,1547477,Great Hayes Valley Studio (#4),f,Western Addition/NOPA,37.78036,-122.4241,100.00 ,1,Western Addition
745,1550913,Modern townhouse a block from BART!,f,Mission District,37.75242,-122.41957,199.00 ,2,Southern
746,1556680,【 Walk Score 80 】Wrap-Around Deck【Next to GG Park】,f,Richmond District,37.77373,-122.49964,145.00 ,6,Outside Lands
747,1565576,Modern Condo with Victorian charm in Noe Valley,f,SoMa,37.77384,-122.41909,150.00 ,1,Southern
748,1578597,The Skyline Suite (w/ Kitchenette),t,Potrero Hill,37.75858,-122.40152,209.00 ,2,Southern
749,1579304,"Artist/Designer House, Garden, Hot tub, parking",f,Bernal Heights,37.73751,-122.41329,485.00 ,6,Southern
750,1584021,"Unwind with a BBQ at a Cozy, Stylish Mission Home",t,Mission District,37.76663,-122.4202,395.00 ,2,Southern
751,1587410,Quiet and Vibrant Mission District,f,Mission District,37.75796,-122.41903,180.00 ,2,Southern
752,1588695,Spacious 1 bedroom in Dolores Park,t,The Castro,37.75909,-122.42895,120.00 ,1,Western Addition
753,1589228,Newly Modernized Home from Home,f,Noe Valley,37.74387,-122.42338,350.00 ,1,Southern
754,1598489,Rustic Modern Studio Apartment with Private Patio,t,SoMa,37.77331,-122.41261,225.00 ,1,Southern
755,1598872,Charming Victorian Flat,f,Duboce Triangle,37.77015,-122.42929,220.00 ,2,Western Addition
756,1598886,Complete private oasis,t,Pacific Heights,37.79715,-122.42958,95.00 ,1,North of Downtown
757,1605483,"Cozy Blue Room: Haight, Central SF!",t,Cole Valley,37.76551,-122.44946,89.00 ,1,Western Addition
758,1606292,Great Hayes Valley Studio (#3),f,Western Addition/NOPA,37.77629,-122.42621,120.00 ,1,Western Addition
759,1614453,Union Square Hotel/Timeshare Studio,t,Downtown,37.78759,-122.40905,169.00 ,1,Downtown
760,1615088,AlamoSquare w/2 Twin XL or King bed,t,Western Addition/NOPA,37.78009,-122.43865,99.00 ,1,Western Addition
761,1615158,Private Bed&Bath in House by Beach,t,Outer Sunset,37.75578,-122.49834,85.00 ,1,Southern
762,1618782,Luxe Lower Pac Heights Victorian,t,Western Addition/NOPA,37.78763,-122.43946,195.00 ,2,Western Addition
763,1620039,Perfect Timeshare/Hotel (Union Sq.),t,Downtown,37.78778,-122.40983,175.00 ,1,Downtown
764,1620411,Cozy Noe Valley Studio,f,Noe Valley,37.75017,-122.42487,200.00 ,1,Southern
765,1623609,Private suite - in vibrant Mission,t,Mission District,37.75942,-122.40754,150.00 ,2,Southern
766,1624068,Wonderful SF Timeshare/Hotel,t,Union Square,37.78776,-122.40979,169.00 ,1,Downtown
767,1627259,***** BEST views + reviews! 5/5 stars,f,Nob Hill,37.79673,-122.41191,166.00 ,1,Downtown
768,1629330,Enjoy luxury condo in San Francisco,f,SoMa,37.77958,-122.39743,200.00 ,2,Southern
769,1629734,Marina flat in the thick of it all.,t,Pacific Heights,37.79693,-122.42998,173.00 ,2,North of Downtown
770,1629740,Large Timeshare/Hotel Rm (Union Sq),t,Downtown,37.78915,-122.40962,169.00 ,1,Downtown
771,1633126,Gorgeous & quiet apartment on a San Francisco hill,f,Excelsior,37.73101,-122.4229,139.00 ,1,Southern
772,1633173,Private San Francisco Suite,f,Excelsior,37.72571,-122.41814,65.00 ,2,Southern
773,1633225,Room with spectacular Bay views,f,Excelsior,37.72545,-122.41889,61.00 ,2,Southern
774,1633839,Pretty Victorian in Sunny Mission,f,Mission District,37.75429,-122.41033,118.00 ,1,Southern
775,1633933,Rare Loft in Victorian house,t,Haight-Ashbury,37.77015,-122.45353,139.00 ,1,Western Addition
776,1636810,Luxury SoMa 2Bd 2Ba loft w/parking,f,SoMa,37.77424,-122.41059,290.00 ,4,Southern
777,1641060,Perfect West Portal Private Suite! ,t,Balboa Terrace,37.73932,-122.46211,225.00 ,1,Western Addition
778,1645724,Private bed/bath: 5 min to metro,f,Oceanview,37.71574,-122.46486,29.00 ,1,Outside Lands
779,1651228,Room in Modern Victorian Apartment with a Light-Filled Library,t,Western Addition/NOPA,37.78482,-122.44136,199.00 ,2,Western Addition
780,1655446,4BD Noe Valley/Mission Victorian VIEW Masterpiece,f,Noe Valley,37.75292,-122.4232,539.00 ,4,Southern
781,1665516,Explore Golden Gate Park from a Sunny Garden Apartment,t,Richmond District,37.78,-122.48253,150.00 ,2,Outside Lands
782,1671260,Bedroom in a 1900 Victorian - BEST part of Potrero,t,Potrero Hill,37.76183,-122.39312,95.00 ,1,Southern
783,1672055,"❤️Fantastic Luxury Penthouse Apt, Panoramic Views",t,Twin Peaks,37.74846,-122.4448,199.00 ,1,Western Addition
784,1672896,"SF Sunny View Home, Garden & Garage",t,Excelsior,37.72662,-122.41934,320.00 ,7,Southern
785,1673011,Stunning Home on Liberty St w Views-Business Ready,t,Mission District,37.75869,-122.4268,525.00 ,5,Southern
786,1676460,FURNISHED STUDIO APARTMENT,f,The Castro,37.7586,-122.44305,141.00 ,1,Western Addition
787,1683892,Perfect Top Floor Condo,f,Marina,37.8028,-122.44078,330.00 ,1,North of Downtown
788,1684346,Studio Timeshare/Hotel (Union Sq.),t,Downtown,37.7884,-122.40931,179.00 ,1,Downtown
789,1687330,Home Away from Home,f,Richmond District,37.78455,-122.4752,190.00 ,4,Outside Lands
790,1696383,30 Days - Alamo Square,t,Western Addition/NOPA,37.77669,-122.43661,155.00 ,1,Western Addition
791,1696666,Alamo Square- Top Fl Flat,t,Western Addition/NOPA,37.77722,-122.43656,"1,000.00 ",6,Western Addition
792,1698594,Artsy Victorian Modern,f,Haight-Ashbury,37.77112,-122.45114,699.00 ,4,Western Addition
793,1699390,Historic Victorian in Vibrant Mission District,t,Mission District,37.75154,-122.42038,120.00 ,1,Southern
794,1711075,Victorian with magnificent view in Bernal Heights,f,Bernal Heights,37.7455,-122.41509,65.00 ,1,Southern
795,1721354,Chic Designer''s Condominium with Outdoor Terrace,f,Haight-Ashbury,37.76813,-122.44629,418.00 ,4,Western Addition
796,1724819,Vistas & Zen above SF/ Twin Peaks,t,Twin Peaks,37.7586,-122.45049,373.00 ,2,Western Addition
797,1725833,"Sunny Waterfront Condo, South Beach",f,South Beach,37.78899,-122.38933,325.00 ,2,Southern
798,1725853,Modern Luxury Private SanFran Casa,t,Outer Sunset,37.74733,-122.48952,133.00 ,1,Southern
799,1728497,4-Bed Luxury Victorian,t,Western Addition/NOPA,37.78629,-122.4331,750.00 ,1,Western Addition
800,1733056,Tasteful flat in great neighborhood,t,Mission District,37.75725,-122.41004,290.00 ,1,Southern
801,1738415,"Quiet alley retreat, spacious 1BR 1.5Ba, central",t,Hayes Valley,37.77358,-122.42806,180.00 ,2,Western Addition
802,1740537,Gorgeous Dolores Garden Apartment,t,Mission District,37.75538,-122.42655,165.00 ,1,Southern
803,1743201,Comfy King in a restored Edwardian,t,Western Addition/NOPA,37.77397,-122.44226,90.00 ,1,Western Addition
804,1747531,Spacious Bright Room near UCSF/Golden Gate Park,f,Inner Sunset,37.75816,-122.46278,60.00 ,1,Western Addition
805,1750093,Spacious room in Potrero Hill,f,Potrero Hill,37.7572,-122.3926,115.00 ,1,Southern
806,1752371,"*Private, Comfortable & Peaceful Flat w/ Garden!",t,Bernal Heights,37.74077,-122.41134,155.00 ,2,Southern
807,1752535,"Marina 2 Bed House, Garage, Outdoor",f,Marina,37.80147,-122.43275,215.00 ,2,North of Downtown
808,1759087,MODERN SUITE WITH PRIVATE ENTRANCE,t,Potrero Hill,37.76492,-122.39722,215.00 ,1,Southern
809,1762727,Sunny Garden Studio in the Castro,f,The Castro,37.7605,-122.44247,150.00 ,2,Western Addition
810,1767569,Hayes Valley Victorian Flat,t,Western Addition/NOPA,37.77832,-122.43079,175.00 ,1,Western Addition
811,1768239,Stunning Views2 near Haight&Castro!,f,Haight-Ashbury,37.76357,-122.44581,160.00 ,2,Western Addition
812,1769688,Large Comfy BR + Private Bath in Sunny Flat,t,Western Addition/NOPA,37.7796,-122.44199,109.00 ,1,Western Addition
813,1774026,"The top of Liberty Hill, near BART",f,Mission District,37.75565,-122.4241,418.00 ,4,Southern
814,1777429,Modern Luxury - 4bd + studio,t,Mission District,37.757,-122.42688,"1,450.00 ",8,Southern
815,1778650,1 Brm Apartment For Business/Vacation~ Golden Gate,f,Richmond District,37.77499,-122.48907,133.00 ,2,Outside Lands
816,1785463,Burgundy Room: OceanView+Breakfast+Parking+3 baths,f,Balboa Terrace,37.73401,-122.46475,55.00 ,1,Western Addition
817,1803219,1907 Victorian in Cool Neighborhood,t,Noe Valley,37.75288,-122.42817,165.00 ,2,Southern
818,1807012,The Green Room – with private bath!,t,Mission District,37.75008,-122.41841,170.00 ,1,Southern
819,1807493,"Flat in SoMa - Top Floor, comfy queen bed, 1bd/1ba",f,SoMa,37.77913,-122.40464,170.00 ,2,Southern
820,1810486,Classic 2BR Victorian Lower Haight,f,Lower Haight,37.77333,-122.4322,285.00 ,3,Western Addition
821,1814061,Modern luxury; Noe Valley pvt flat,t,Noe Valley,37.7511,-122.42414,150.00 ,1,Southern
822,1815551,Lovely apartment in Noe Valley!,t,Noe Valley,37.75045,-122.42785,250.00 ,2,Southern
823,1821543,Cozy yet spacious 1 Bedroom Apt,t,Pacific Heights,37.79059,-122.43884,150.00 ,1,North of Downtown
824,1827177,"Large quiet room, huge bathroom with jacuzzi tub",t,The Castro,37.76465,-122.43637,70.00 ,1,Western Addition
825,1827638,Full floor renovated apartment with private garden,f,Mission District,37.76949,-122.42543,225.00 ,1,Southern
826,1827653,Room in Stylish Victorian home.,t,Western Addition/NOPA,37.77794,-122.44512,115.00 ,1,Western Addition
827,1830541,Golden Gate Park Retreat,t,Richmond District,37.77845,-122.46893,135.00 ,2,Outside Lands
828,1844117,Lovely Location in NOPA 2 for 2,f,Western Addition/NOPA,37.77693,-122.43739,60.00 ,1,Western Addition
829,1844877,The apartment is awesome...,t,Potrero Hill,37.76165,-122.40442,110.00 ,2,Southern
830,1847664,Lovely NOPA Garden Apart. w. Priv. Entrance,t,Richmond District,37.77527,-122.45475,128.00 ,2,Outside Lands
831,1855096,Fabulous Artist Flat—Potrero Hill—Business Ready,t,Potrero Hill,37.76458,-122.39335,190.00 ,2,Southern
832,1857226,Charming SF Home - Close to BART!,t,Glen Park,37.73564,-122.44085,390.00 ,7,Southern
833,1861344,Cozy up at a Stylish South Beach High-rise Peppered with Art,t,SoMa,37.77814,-122.3977,220.00 ,1,Southern
834,1863106,Centrally Located Mission Room,f,Mission District,37.76724,-122.42129,79.00 ,1,Southern
835,1863316,Very Spacious Sunny Mission Room,f,Mission District,37.76909,-122.42171,75.00 ,1,Southern
836,1864390,Fun & Artsy 2 bdrm 2 ba Hayes Valley Hidden Gem,f,Western Addition/NOPA,37.77657,-122.42883,145.00 ,4,Western Addition
837,1865406,Alamo Square Modern Studio Spa,f,Alamo Square,37.77775,-122.43321,94.00 ,1,Western Addition
838,1868880,Pac Heights Home w/ Parking Steps from Fillmore St,f,Pacific Heights,37.78927,-122.43407,995.00 ,1,North of Downtown
839,1869027,Chic Urban Oasis w/garage+laundry,f,Mission District,37.75174,-122.41334,250.00 ,4,Southern
840,1881223,"Linda Street, The whole world around the corner",t,Mission District,37.75986,-122.42215,80.00 ,1,Southern
841,1885057,FURNISHED APARTMENT W/ POOL #12,f,Haight-Ashbury,37.76827,-122.44506,157.00 ,1,Western Addition
842,1886260,Huge Top Floor Loft In Alamo Square,f,Western Addition/NOPA,37.77647,-122.43096,300.00 ,2,Western Addition
843,1887206,Amazing House on a Sunny Hillside,t,Bayview,37.71875,-122.39548,131.00 ,3,Southern
844,1898486,Private Cottage in Noe Valley,f,Noe Valley,37.7445,-122.42718,228.00 ,4,Southern
845,1906323,Stunning Four Bedroom House with Panoramic Views of SF,f,Noe Valley,37.75206,-122.43009,900.00 ,1,Southern
846,1906681,3Bd/2Ba mid-century modern home,f,Potrero Hill,37.75524,-122.39736,329.00 ,1,Southern
847,1907229,AMAZING LOCATION + SPACE + LUXURY!,t,Western Addition/NOPA,37.78637,-122.43793,450.00 ,5,Western Addition
848,1909613,Quiet 2B Heart of the Mission- 12 Mins to Downtown,f,Mission District,37.76431,-122.42448,299.00 ,4,Southern
849,1913043,Penthouse PatioBedRoom+Bath Monthly,t,South Beach,37.7883,-122.39151,96.00 ,1,Southern
850,1914841,"Artist studio, garden apartment",f,Western Addition/NOPA,37.78017,-122.43771,156.00 ,1,Western Addition
851,1919372,Jewel Box Studio in Hip NoPa,f,Western Addition/NOPA,37.7757,-122.43847,125.00 ,1,Western Addition
852,1920033,Private room with private bathroom,t,Inner Sunset,37.75389,-122.45802,120.00 ,2,Western Addition
853,1925206,Bedroom Suite with attached Private Bathroom,t,Portola,37.72198,-122.40758,100.00 ,2,Southern
854,1925714,Minimalist Historic Penthouse with Roof Deck,t,Financial District,37.79723,-122.40113,180.00 ,1,Downtown
855,1926253,"Cozy, studio garden apartment",f,Excelsior,37.72248,-122.42779,80.00 ,1,Southern
856,1931459,Edwardian Style Pacific Heights 1BD,f,Pacific Heights,37.79188,-122.43205,350.00 ,1,North of Downtown
857,1931763,Sunny Room Overlooking Charming Side Street,f,Mission District,37.76118,-122.41911,150.00 ,2,Southern
858,1931788,Room in Large Flat in the Mission,t,Mission District,37.75168,-122.41979,135.00 ,2,Southern
859,1932019,Private garden guest duplex,t,Inner Sunset,37.75562,-122.46805,90.00 ,1,Western Addition
860,1937575,Spacious Sunny 2BD Mission Jewel,t,Mission District,37.7577,-122.40841,160.00 ,1,Southern
861,1940496,Mission designer room w/ private bath,t,Mission District,37.74866,-122.41119,100.00 ,1,Southern
862,1944564,Mission Artist Residency,t,Mission District,37.76429,-122.41276,169.00 ,1,Southern
